# generated_at: 2026-05-27T20:31:35Z
# source_server: 167.99.198.145
# git_commit: 379fe1f
# generated_by: Phase10A_Implementation_Generator
# data_source_label: live_wordpress_api + live_sitemap + live_rankmath
# sitemap_total: 58
# published_total: 58
# healthy: 58
# missing: 0
# agent_status: LIVE
# check_interval: every_6_hours
post_id,slug,title,url,in_sitemap,status,date_published,last_modified,action,severity,agent_mode,approval_status,next_action
4335,best-cat-litter-disposal-uk,Best Cat Litter Disposal UK (2026) – Waste Management Guide,https://pethubonline.com/best-cat-litter-disposal-uk,yes,publish,2026-05-27T01:20:59,2026-05-27T21:12:37,none,ok,live_monitoring,GREEN_auto,continue_monitoring
4328,best-self-cleaning-litter-trays-uk,Best Self-Cleaning Litter Trays UK (2026) – Automatic Option,https://pethubonline.com/best-self-cleaning-litter-trays-uk,yes,publish,2026-05-27T01:20:40,2026-05-27T21:12:40,none,ok,live_monitoring,GREEN_auto,continue_monitoring
4321,best-cat-litter-uk,Best Cat Litter UK (2026) – Types &#038; Comparison Guide,https://pethubonline.com/best-cat-litter-uk,yes,publish,2026-05-27T01:20:21,2026-05-27T21:12:42,none,ok,live_monitoring,GREEN_auto,continue_monitoring
4314,best-cat-litter-trays-uk,Best Cat Litter Trays UK (2026) – Complete Guide,https://pethubonline.com/best-cat-litter-trays-uk,yes,publish,2026-05-27T01:20:00,2026-05-27T21:12:42,none,ok,live_monitoring,GREEN_auto,continue_monitoring
4307,best-wall-mounted-cat-scratchers-uk,Best Wall-Mounted Cat Scratchers UK (2026) – Space Saving,https://pethubonline.com/best-wall-mounted-cat-scratchers-uk,yes,publish,2026-05-27T01:17:14,2026-05-27T21:12:42,none,ok,live_monitoring,GREEN_auto,continue_monitoring
4300,best-cardboard-cat-scratchers-uk,Best Cardboard Cat Scratchers UK (2026) – Budget Friendly,https://pethubonline.com/best-cardboard-cat-scratchers-uk,yes,publish,2026-05-27T01:16:52,2026-05-27T21:12:43,none,ok,live_monitoring,GREEN_auto,continue_monitoring
4293,best-cat-trees-uk,Best Cat Trees UK (2026) – Climbing &#038; Scratching Towers,https://pethubonline.com/best-cat-trees-uk,yes,publish,2026-05-27T01:16:32,2026-05-27T21:12:43,none,ok,live_monitoring,GREEN_auto,continue_monitoring
4286,best-cat-scratching-posts-uk,Best Cat Scratching Posts UK (2026) – Complete Guide,https://pethubonline.com/best-cat-scratching-posts-uk,yes,publish,2026-05-27T01:16:11,2026-05-27T21:12:44,none,ok,live_monitoring,GREEN_auto,continue_monitoring
4279,best-cat-harnesses-uk,Best Cat Harnesses UK (2026) – Safe Walking Guide,https://pethubonline.com/best-cat-harnesses-uk,yes,publish,2026-05-27T01:13:34,2026-05-27T21:12:44,none,ok,live_monitoring,GREEN_auto,continue_monitoring
4272,best-cat-id-tags-uk,Best Cat ID Tags UK (2026) – Identification Guide,https://pethubonline.com/best-cat-id-tags-uk,yes,publish,2026-05-27T01:13:14,2026-05-27T21:12:45,none,ok,live_monitoring,GREEN_auto,continue_monitoring
4265,best-cat-gps-trackers-uk,Best Cat GPS Trackers UK (2026) – Location Tracking Guide,https://pethubonline.com/best-cat-gps-trackers-uk,yes,publish,2026-05-27T01:12:54,2026-05-27T21:12:45,none,ok,live_monitoring,GREEN_auto,continue_monitoring
4258,best-cat-collars-uk,Best Cat Collars UK (2026) – Complete Safety Guide,https://pethubonline.com/best-cat-collars-uk,yes,publish,2026-05-27T01:12:33,2026-05-27T21:12:46,none,ok,live_monitoring,GREEN_auto,continue_monitoring
4251,best-cat-shampoo-uk,Best Cat Shampoo UK (2026) – When &#038; How to Bathe,https://pethubonline.com/best-cat-shampoo-uk,yes,publish,2026-05-27T01:09:57,2026-05-27T21:12:46,none,ok,live_monitoring,GREEN_auto,continue_monitoring
4244,best-cat-nail-clippers-uk,Best Cat Nail Clippers UK (2026) – Safe Trimming Guide,https://pethubonline.com/best-cat-nail-clippers-uk,yes,publish,2026-05-27T01:09:37,2026-05-27T21:12:46,none,ok,live_monitoring,GREEN_auto,continue_monitoring
4237,best-cat-brushes-uk,Best Cat Brushes UK (2026) – Guide by Coat Type,https://pethubonline.com/best-cat-brushes-uk,yes,publish,2026-05-27T01:09:17,2026-05-27T21:12:47,none,ok,live_monitoring,GREEN_auto,continue_monitoring
4230,best-cat-grooming-supplies-uk,Best Cat Grooming Supplies UK (2026) – Complete Guide,https://pethubonline.com/best-cat-grooming-supplies-uk,yes,publish,2026-05-27T01:08:57,2026-05-27T21:12:47,none,ok,live_monitoring,GREEN_auto,continue_monitoring
4223,best-cat-window-perches-uk,Best Cat Window Perches UK (2026) – Sunning &#038; Bird Watc,https://pethubonline.com/best-cat-window-perches-uk,yes,publish,2026-05-27T01:06:23,2026-05-27T21:12:48,none,ok,live_monitoring,GREEN_auto,continue_monitoring
4216,best-cat-radiator-beds-uk,Best Cat Radiator Beds UK (2026) – Hook-On Warmth Guide,https://pethubonline.com/best-cat-radiator-beds-uk,yes,publish,2026-05-27T01:06:03,2026-05-27T21:12:48,none,ok,live_monitoring,GREEN_auto,continue_monitoring
4209,best-heated-cat-beds-uk,Best Heated Cat Beds UK (2026) – Winter Warmth Guide,https://pethubonline.com/best-heated-cat-beds-uk,yes,publish,2026-05-27T01:05:43,2026-05-27T21:12:49,none,ok,live_monitoring,GREEN_auto,continue_monitoring
4202,best-cat-beds-uk,Best Cat Beds UK (2026) – Complete Guide,https://pethubonline.com/best-cat-beds-uk,yes,publish,2026-05-27T01:05:20,2026-05-27T21:12:49,none,ok,live_monitoring,GREEN_auto,continue_monitoring
4195,best-cat-toys-indoor-cats-uk,Best Cat Toys for Indoor Cats UK (2026) – Enrichment Guide,https://pethubonline.com/best-cat-toys-indoor-cats-uk,yes,publish,2026-05-27T01:02:50,2026-05-27T21:12:49,none,ok,live_monitoring,GREEN_auto,continue_monitoring
4188,best-catnip-toys-uk,Best Catnip Toys UK (2026) – What Works and Why,https://pethubonline.com/best-catnip-toys-uk,yes,publish,2026-05-27T01:02:29,2026-05-27T21:12:50,none,ok,live_monitoring,GREEN_auto,continue_monitoring
4181,best-interactive-cat-toys-uk,Best Interactive Cat Toys UK (2026) – Wand &#038; Puzzle Gui,https://pethubonline.com/best-interactive-cat-toys-uk,yes,publish,2026-05-27T01:02:09,2026-05-27T21:12:50,none,ok,live_monitoring,GREEN_auto,continue_monitoring
4174,best-cat-toys-uk,Best Cat Toys UK (2026) – Complete Guide,https://pethubonline.com/best-cat-toys-uk,yes,publish,2026-05-27T01:01:49,2026-05-27T21:12:50,none,ok,live_monitoring,GREEN_auto,continue_monitoring
4167,best-dog-water-bottles-uk,Best Dog Water Bottles UK (2026) – Travel Hydration Guide,https://pethubonline.com/best-dog-water-bottles-uk,yes,publish,2026-05-27T00:59:10,2026-05-27T21:12:51,none,ok,live_monitoring,GREEN_auto,continue_monitoring
4160,best-elevated-dog-bowls-uk,Best Elevated Dog Bowls UK (2026) – Raised Feeder Guide,https://pethubonline.com/best-elevated-dog-bowls-uk,yes,publish,2026-05-27T00:58:52,2026-05-27T21:12:51,none,ok,live_monitoring,GREEN_auto,continue_monitoring
4153,best-slow-feeder-dog-bowls-uk,Best Slow Feeder Dog Bowls UK (2026) – Prevent Speed Eating,https://pethubonline.com/best-slow-feeder-dog-bowls-uk,yes,publish,2026-05-27T00:58:30,2026-05-27T21:12:52,none,ok,live_monitoring,GREEN_auto,continue_monitoring
4146,best-dog-bowls-feeding-uk,Best Dog Bowls and Feeding UK (2026) – Complete Guide,https://pethubonline.com/best-dog-bowls-feeding-uk,yes,publish,2026-05-27T00:58:10,2026-05-27T21:12:52,none,ok,live_monitoring,GREEN_auto,continue_monitoring
4139,best-dog-training-leads-uk,Best Dog Training Leads UK (2026) – Long Lines &#038; Harnes,https://pethubonline.com/best-dog-training-leads-uk,yes,publish,2026-05-27T00:55:27,2026-05-27T21:12:52,none,ok,live_monitoring,GREEN_auto,continue_monitoring
4132,best-puppy-training-guide-uk,Best Puppy Training Guide UK (2026) – First Year Essentials,https://pethubonline.com/best-puppy-training-guide-uk,yes,publish,2026-05-27T00:55:08,2026-05-27T21:12:53,none,ok,live_monitoring,GREEN_auto,continue_monitoring
4125,best-dog-training-treats-uk,Best Dog Training Treats UK (2026) – Reward Guide,https://pethubonline.com/best-dog-training-treats-uk,yes,publish,2026-05-27T00:54:49,2026-05-27T21:12:53,none,ok,live_monitoring,GREEN_auto,continue_monitoring
4118,best-dog-training-behaviour-uk,Best Dog Training and Behaviour UK (2026) – Complete Guide,https://pethubonline.com/best-dog-training-behaviour-uk,yes,publish,2026-05-27T00:54:27,2026-05-27T21:12:54,none,ok,live_monitoring,GREEN_auto,continue_monitoring
4110,best-dog-joint-supplements-uk,Best Dog Joint Supplements UK (2026) – Mobility Support Guid,https://pethubonline.com/best-dog-joint-supplements-uk,yes,publish,2026-05-27T00:51:39,2026-05-27T21:12:54,none,ok,live_monitoring,GREEN_auto,continue_monitoring
4103,best-dog-flea-treatment-uk,Best Dog Flea Treatment UK (2026) – Prevention Guide,https://pethubonline.com/best-dog-flea-treatment-uk,yes,publish,2026-05-27T00:51:17,2026-05-27T21:12:54,none,ok,live_monitoring,GREEN_auto,continue_monitoring
4096,best-dog-dental-care-uk,Best Dog Dental Care UK (2026) – Teeth Cleaning Guide,https://pethubonline.com/best-dog-dental-care-uk,yes,publish,2026-05-27T00:50:58,2026-05-27T21:12:55,none,ok,live_monitoring,GREEN_auto,continue_monitoring
4089,best-dog-health-care-uk,Best Dog Health and Care UK (2026) – Complete Guide,https://pethubonline.com/best-dog-health-care-uk,yes,publish,2026-05-27T00:50:38,2026-05-27T21:12:55,none,ok,live_monitoring,GREEN_auto,continue_monitoring
4078,best-dog-nail-clippers-uk,Best Dog Nail Clippers UK (2026) – Trimming &#038; Grinding ,https://pethubonline.com/best-dog-nail-clippers-uk,yes,publish,2026-05-27T00:45:58,2026-05-27T21:12:56,none,ok,live_monitoring,GREEN_auto,continue_monitoring
4071,best-dog-shampoo-uk,Best Dog Shampoo UK (2026) – Ingredients &#038; Safety Guide,https://pethubonline.com/best-dog-shampoo-uk,yes,publish,2026-05-27T00:45:38,2026-05-27T21:12:56,none,ok,live_monitoring,GREEN_auto,continue_monitoring
4064,best-dog-brushes-uk,Best Dog Brushes UK (2026) – Guide by Coat Type,https://pethubonline.com/best-dog-brushes-uk,yes,publish,2026-05-27T00:45:17,2026-05-27T21:12:56,none,ok,live_monitoring,GREEN_auto,continue_monitoring
