URL,Page_Name,User_Agent,HTTP_Status,Is_429,TTFB,Retry_After,Rate_Limit_Header,Cache_Status,Tested_At
https://pethubonline.com/,Homepage,Default,200,NO,0.060s,N/A,N/A,31.hhn _atomic_ams STALE,2026-05-28 15:34
https://pethubonline.com/,Homepage,Googlebot,200,NO,0.064s,N/A,N/A,31.hhn _atomic_ams UPDATING,2026-05-28 15:34
https://pethubonline.com/,Homepage,Bingbot,200,NO,0.047s,N/A,N/A,31.hhn _atomic_ams UPDATING,2026-05-28 15:34
https://pethubonline.com/,Homepage,Screaming Frog,200,NO,0.046s,N/A,N/A,31.hhn _atomic_ams UPDATING,2026-05-28 15:34
https://pethubonline.com/,Homepage,Ahrefs,200,NO,0.040s,N/A,N/A,31.hhn _atomic_ams UPDATING,2026-05-28 15:34
https://pethubonline.com/,Homepage,Lighthouse,200,NO,0.037s,N/A,N/A,31.hhn _atomic_ams UPDATING,2026-05-28 15:34
https://pethubonline.com/,Homepage,WAVE,200,NO,0.037s,N/A,N/A,31.hhn _atomic_ams UPDATING,2026-05-28 15:34
https://pethubonline.com/,Homepage,ChatGPT-User,200,NO,0.040s,N/A,N/A,31.hhn _atomic_ams UPDATING,2026-05-28 15:34
https://pethubonline.com/,Homepage,PerplexityBot,200,NO,0.037s,N/A,N/A,31.hhn _atomic_ams UPDATING,2026-05-28 15:34
https://pethubonline.com/,Homepage,ClaudeBot,200,NO,0.037s,N/A,N/A,31.hhn _atomic_ams UPDATING,2026-05-28 15:34
https://pethubonline.com/dog-supplies/,Dog Supplies Hub,Default,200,NO,0.042s,N/A,N/A,21.hhn _atomic_ams HIT,2026-05-28 15:34
https://pethubonline.com/dog-supplies/,Dog Supplies Hub,Googlebot,200,NO,0.043s,N/A,N/A,21.hhn _atomic_ams HIT,2026-05-28 15:34
https://pethubonline.com/dog-supplies/,Dog Supplies Hub,Bingbot,200,NO,0.036s,N/A,N/A,21.hhn _atomic_ams HIT,2026-05-28 15:34
https://pethubonline.com/dog-supplies/,Dog Supplies Hub,Screaming Frog,200,NO,0.039s,N/A,N/A,21.hhn _atomic_ams HIT,2026-05-28 15:34
https://pethubonline.com/dog-supplies/,Dog Supplies Hub,Ahrefs,200,NO,0.037s,N/A,N/A,21.hhn _atomic_ams HIT,2026-05-28 15:34
https://pethubonline.com/dog-supplies/,Dog Supplies Hub,Lighthouse,200,NO,0.038s,N/A,N/A,21.hhn _atomic_ams HIT,2026-05-28 15:34
https://pethubonline.com/dog-supplies/,Dog Supplies Hub,WAVE,200,NO,0.041s,N/A,N/A,21.hhn _atomic_ams HIT,2026-05-28 15:34
https://pethubonline.com/dog-supplies/,Dog Supplies Hub,ChatGPT-User,200,NO,0.040s,N/A,N/A,21.hhn _atomic_ams HIT,2026-05-28 15:34
https://pethubonline.com/dog-supplies/,Dog Supplies Hub,PerplexityBot,200,NO,0.039s,N/A,N/A,21.hhn _atomic_ams HIT,2026-05-28 15:34
https://pethubonline.com/dog-supplies/,Dog Supplies Hub,ClaudeBot,200,NO,0.040s,N/A,N/A,21.hhn _atomic_ams HIT,2026-05-28 15:34
https://pethubonline.com/cat-supplies/,Cat Supplies Hub,Default,200,NO,0.037s,N/A,N/A,17.hhn _atomic_ams HIT,2026-05-28 15:34
https://pethubonline.com/cat-supplies/,Cat Supplies Hub,Googlebot,200,NO,0.037s,N/A,N/A,17.hhn _atomic_ams HIT,2026-05-28 15:34
https://pethubonline.com/cat-supplies/,Cat Supplies Hub,Bingbot,200,NO,0.036s,N/A,N/A,17.hhn _atomic_ams HIT,2026-05-28 15:34
https://pethubonline.com/cat-supplies/,Cat Supplies Hub,Screaming Frog,200,NO,0.042s,N/A,N/A,17.hhn _atomic_ams HIT,2026-05-28 15:34
https://pethubonline.com/cat-supplies/,Cat Supplies Hub,Ahrefs,200,NO,0.036s,N/A,N/A,17.hhn _atomic_ams HIT,2026-05-28 15:34
https://pethubonline.com/cat-supplies/,Cat Supplies Hub,Lighthouse,200,NO,0.041s,N/A,N/A,17.hhn _atomic_ams HIT,2026-05-28 15:34
https://pethubonline.com/cat-supplies/,Cat Supplies Hub,WAVE,200,NO,0.046s,N/A,N/A,17.hhn _atomic_ams HIT,2026-05-28 15:34
https://pethubonline.com/cat-supplies/,Cat Supplies Hub,ChatGPT-User,200,NO,0.046s,N/A,N/A,17.hhn _atomic_ams HIT,2026-05-28 15:34
https://pethubonline.com/cat-supplies/,Cat Supplies Hub,PerplexityBot,200,NO,0.041s,N/A,N/A,17.hhn _atomic_ams HIT,2026-05-28 15:34
https://pethubonline.com/cat-supplies/,Cat Supplies Hub,ClaudeBot,200,NO,0.045s,N/A,N/A,17.hhn _atomic_ams HIT,2026-05-28 15:34
https://pethubonline.com/dog-toys/,Dog Toys Hub,Default,200,NO,0.039s,N/A,N/A,29.hhn _atomic_ams HIT,2026-05-28 15:34
https://pethubonline.com/dog-toys/,Dog Toys Hub,Googlebot,200,NO,0.038s,N/A,N/A,29.hhn _atomic_ams HIT,2026-05-28 15:34
https://pethubonline.com/dog-toys/,Dog Toys Hub,Bingbot,200,NO,0.038s,N/A,N/A,29.hhn _atomic_ams HIT,2026-05-28 15:34
https://pethubonline.com/dog-toys/,Dog Toys Hub,Screaming Frog,200,NO,0.039s,N/A,N/A,29.hhn _atomic_ams HIT,2026-05-28 15:34
https://pethubonline.com/dog-toys/,Dog Toys Hub,Ahrefs,200,NO,0.044s,N/A,N/A,29.hhn _atomic_ams HIT,2026-05-28 15:34
https://pethubonline.com/dog-toys/,Dog Toys Hub,Lighthouse,200,NO,0.046s,N/A,N/A,29.hhn _atomic_ams HIT,2026-05-28 15:34
https://pethubonline.com/dog-toys/,Dog Toys Hub,WAVE,200,NO,0.044s,N/A,N/A,29.hhn _atomic_ams HIT,2026-05-28 15:34
https://pethubonline.com/dog-toys/,Dog Toys Hub,ChatGPT-User,200,NO,0.044s,N/A,N/A,29.hhn _atomic_ams HIT,2026-05-28 15:34
https://pethubonline.com/dog-toys/,Dog Toys Hub,PerplexityBot,200,NO,0.044s,N/A,N/A,29.hhn _atomic_ams HIT,2026-05-28 15:34
https://pethubonline.com/dog-toys/,Dog Toys Hub,ClaudeBot,200,NO,0.044s,N/A,N/A,29.hhn _atomic_ams HIT,2026-05-28 15:34
https://pethubonline.com/cat-toys/,Cat Toys Hub,Default,200,NO,0.043s,N/A,N/A,20.hhn _atomic_ams HIT,2026-05-28 15:34
https://pethubonline.com/cat-toys/,Cat Toys Hub,Googlebot,200,NO,0.044s,N/A,N/A,20.hhn _atomic_ams HIT,2026-05-28 15:34
https://pethubonline.com/cat-toys/,Cat Toys Hub,Bingbot,200,NO,0.043s,N/A,N/A,20.hhn _atomic_ams HIT,2026-05-28 15:34
https://pethubonline.com/cat-toys/,Cat Toys Hub,Screaming Frog,200,NO,0.044s,N/A,N/A,20.hhn _atomic_ams HIT,2026-05-28 15:34
https://pethubonline.com/cat-toys/,Cat Toys Hub,Ahrefs,200,NO,0.037s,N/A,N/A,20.hhn _atomic_ams HIT,2026-05-28 15:34
https://pethubonline.com/cat-toys/,Cat Toys Hub,Lighthouse,200,NO,0.043s,N/A,N/A,20.hhn _atomic_ams HIT,2026-05-28 15:34
